상호명,상권업종소분류명,시도명,시군구명,위도,경도
이디야제주삼화점,카페,제주특별자치도,제주시,33.51352114,126.5803394
대일계획,카페,제주특별자치도,서귀포시,33.22842958,126.2531277
구름언덕&KANGSHIMJANG,카페,제주특별자치도,제주시,33.4984245,126.6550316
유끼네하우스,카페,제주특별자치도,서귀포시,33.39389108,126.7975404
셀렉토커피제주삼화점멜리,카페,제주특별자치도,제주시,33.51615042,126.5766994
그라미니,카페,제주특별자치도,서귀포시,33.2416636,126.5662352
서이,카페,제주특별자치도,제주시,33.49868675,126.5245488
그러므로파트투,카페,제주특별자치도,제주시,33.46842821,126.48589
어글리딜리셔스,카페,제주특별자치도,제주시,33.48898364,126.5359215
52카페,카페,제주특별자치도,서귀포시,33.21989088,126.2470752
카페더블유,카페,제주특별자치도,서귀포시,33.24862658,126.3225641
제주봄,카페,제주특별자치도,서귀포시,33.2502644,126.5872037
씨씨씨카페커브코너,카페,제주특별자치도,서귀포시,33.25403038,126.5575354
에이바우트커피,카페,제주특별자치도,제주시,33.47814918,126.4755579
슬로우식스,카페,제주특별자치도,제주시,33.48948672,126.4917913
카페,카페,제주특별자치도,서귀포시,33.25811958,126.5691803
예술창고내맘,카페,제주특별자치도,서귀포시,33.33125869,126.7940657
카페요디,카페,제주특별자치도,제주시,33.54237809,126.6753463
지금이순간,카페,제주특별자치도,제주시,33.46042089,126.3109932
아날로그감귤밭,카페,제주특별자치도,제주시,33.45567374,126.4508685
디피일오구,카페,제주특별자치도,서귀포시,33.23947253,126.4378359
메가엠지씨커피제주한라대점,카페,제주특별자치도,제주시,33.4761619,126.4789373
커피구십구점구,카페,제주특별자치도,제주시,33.46973022,126.4846129
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.22107658,126.253823
제주와함께,카페,제주특별자치도,제주시,33.49130621,126.4740905
블루그라스,카페,제주특별자치도,제주시,33.44744631,126.3092352
카페평화쉼터,카페,제주특별자치도,제주시,33.46080339,126.6131757
스물다섯,카페,제주특별자치도,제주시,33.48900883,126.4809048
카페신산,카페,제주특별자치도,제주시,33.50395459,126.5323225
산노루,카페,제주특별자치도,제주시,33.33003816,126.2133067
에이바우트커피신라,카페,제주특별자치도,제주시,33.48576926,126.4867129
에이바우트커피한라도서관점,카페,제주특별자치도,제주시,33.47753335,126.5147233
스타스낵,카페,제주특별자치도,제주시,33.50489477,126.4983953
쉬멍가,카페,제주특별자치도,서귀포시,33.2489759,126.5636774
차의향기,카페,제주특별자치도,제주시,33.5142663,126.5269176
띠아모제주공항3층,카페,제주특별자치도,제주시,33.50593974,126.495957
보배다방,카페,제주특별자치도,서귀포시,33.44970858,126.9116979
루바토,카페,제주특별자치도,제주시,33.48849631,126.535795
안길9,카페,제주특별자치도,제주시,33.48402907,126.4674529
레스카페,카페,제주특별자치도,서귀포시,33.24640383,126.5213483
블레블랑제리,카페,제주특별자치도,제주시,33.47475838,126.5437219
미르담,카페,제주특별자치도,제주시,33.51094785,126.5037202
문즈,카페,제주특별자치도,제주시,33.49714658,126.5179499
벌크커피신제주점,카페,제주특별자치도,제주시,33.48959104,126.4886594
그라찌에보건의료관점,카페,제주특별자치도,제주시,33.4474759,126.4343037
마노앤디또,카페,제주특별자치도,제주시,33.42584546,126.3958219
마니,카페,제주특별자치도,제주시,33.53731426,126.8373002
돌카페,카페,제주특별자치도,서귀포시,33.2362498,126.4980464
동백화방,카페,제주특별자치도,서귀포시,33.27334317,126.6742418
리지코티지,카페,제주특별자치도,서귀포시,33.29131935,126.3278061
녹두카페,카페,제주특별자치도,서귀포시,33.4326145,126.8626801
맥키쉬,카페,제주특별자치도,제주시,33.52362183,126.5654788
협재해녀다방,카페,제주특별자치도,제주시,33.39839064,126.2442388
쿠루미,카페,제주특별자치도,제주시,33.49269859,126.5012095
88로스터즈,카페,제주특별자치도,제주시,33.52585979,126.5634869
벨라위미,카페,제주특별자치도,서귀포시,33.27645753,126.6654605
코지코너,카페,제주특별자치도,제주시,33.51303993,126.5316063
유구레,카페,제주특별자치도,서귀포시,33.25102767,126.4310766
파스쿠찌제주,카페,제주특별자치도,제주시,33.48910544,126.5395686
투썸플레이스제주쇠소깍점,카페,제주특별자치도,서귀포시,33.25224332,126.6226284
투썸플레이스제주연동점,카페,제주특별자치도,제주시,33.4850532,126.4901602
롱플레이,카페,제주특별자치도,제주시,33.55306903,126.7109382
망고홀릭애월해안도로점,카페,제주특별자치도,제주시,33.47053168,126.3415942
봄봄카페오일장점,카페,제주특별자치도,제주시,33.49337083,126.4848172
우연히그곳,카페,제주특별자치도,제주시,33.47172027,126.7827716
무채색,카페,제주특별자치도,서귀포시,33.25440413,126.4300674
윤재커피,카페,제주특별자치도,제주시,33.51183892,126.5240141
오엔블루,카페,제주특별자치도,서귀포시,33.40740308,126.8976794
거인의정원,카페,제주특별자치도,제주시,33.47184179,126.5352491
자파리버거,카페,제주특별자치도,제주시,33.4187034,126.4011073
휴예그리나,카페,제주특별자치도,제주시,33.52397901,126.9546917
초록달과자점,카페,제주특별자치도,제주시,33.43591385,126.3303925
황금다방,카페,제주특별자치도,제주시,33.5080536,126.5243685
고망딱새,카페,제주특별자치도,제주시,33.50345155,126.4596392
화양연화,카페,제주특별자치도,서귀포시,33.28890443,126.2478035
오로지,카페,제주특별자치도,서귀포시,33.26765906,126.5878732
제주돌창고,카페,제주특별자치도,제주시,33.33708908,126.2335656
3인칭관찰자시점,카페,제주특별자치도,제주시,33.34974675,126.1811914
화수목스튜디오,카페,제주특별자치도,제주시,33.52435586,126.8572713
파스쿠찌제주서사라점,카페,제주특별자치도,제주시,33.49967325,126.518517
언플러그,카페,제주특별자치도,제주시,33.45952896,126.4541356
진명북카페,카페,제주특별자치도,제주시,33.53921255,126.6749813
귤꽃다락,카페,제주특별자치도,서귀포시,33.24640841,126.5225393
제주애퐁당,카페,제주특별자치도,제주시,33.5155621,126.5262648
포레스타,카페,제주특별자치도,서귀포시,33.24816911,126.5807644
동명리공간,카페,제주특별자치도,제주시,33.40972565,126.2655979
카페오르덴,카페,제주특별자치도,제주시,33.48673109,126.4264307
르카페하도,카페,제주특별자치도,제주시,33.50907919,126.8995833
가배미,카페,제주특별자치도,서귀포시,33.2742092,126.5678991
꿀스커피제주아라점,카페,제주특별자치도,제주시,33.48547958,126.544053
새벽노을,카페,제주특별자치도,서귀포시,33.27305539,126.6577345
물음표,카페,제주특별자치도,제주시,33.50429118,126.5189757
플레이스꽃섬,카페,제주특별자치도,제주시,33.46944894,126.4841842
소이재,카페,제주특별자치도,제주시,33.489062,126.4785373
밀류,카페,제주특별자치도,서귀포시,33.31697469,126.8281959
시간의정원,카페,제주특별자치도,서귀포시,33.31510961,126.7198446
파스쿠찌종합,카페,제주특별자치도,제주시,33.48957693,126.5235764
금능맛차롱,카페,제주특별자치도,제주시,33.39039846,126.2362042
블러썸,카페,제주특별자치도,제주시,33.51940665,126.5718829
뮤제빈티지,카페,제주특별자치도,서귀포시,33.28070345,126.6968
향기다방,카페,제주특별자치도,제주시,33.50270106,126.5274864
하라케케,카페,제주특별자치도,서귀포시,33.24286675,126.5277196
몽슬슬라임카페,카페,제주특별자치도,서귀포시,33.21678417,126.2582252
에이바우트커피구남점,카페,제주특별자치도,제주시,33.4850867,126.535372
아일랜드,카페,제주특별자치도,서귀포시,33.27831955,126.7182662
마더카페,카페,제주특별자치도,서귀포시,33.2813004,126.7415294
르샹스,카페,제주특별자치도,제주시,33.50012153,126.5201933
한미숙커피공방,카페,제주특별자치도,제주시,33.516732,126.5352137
카페바라크라,카페,제주특별자치도,서귀포시,33.24163675,126.6041436
카페블루하우스,카페,제주특별자치도,서귀포시,33.25116648,126.5610052
더벤티,카페,제주특별자치도,서귀포시,33.25676874,126.5722561
또시온,카페,제주특별자치도,제주시,33.51351286,126.6768104
콕스,카페,제주특별자치도,제주시,33.49033983,126.5203441
미크라트,카페,제주특별자치도,제주시,33.4169728,126.2729767
제주인이제이,카페,제주특별자치도,서귀포시,33.245341,126.2786178
예그리나,카페,제주특별자치도,제주시,33.51555643,126.5131765
봄벳,카페,제주특별자치도,서귀포시,33.2667694,126.3946765
양과자회관,카페,제주특별자치도,서귀포시,33.362044,126.7657242
레이오버,카페,제주특별자치도,제주시,33.55861978,126.8123841
오월의향,카페,제주특별자치도,제주시,33.47047672,126.5415282
비에노즈,카페,제주특별자치도,제주시,33.44246297,126.2842281
아스쿰,카페,제주특별자치도,제주시,33.49687021,126.5524301
메이비아모르,카페,제주특별자치도,서귀포시,33.2544583,126.5105194
빽다방빵연구소제주합동,카페,제주특별자치도,제주시,33.49013111,126.5270274
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.25821708,126.5686968
영희의정원민박&카페,카페,제주특별자치도,제주시,33.46276674,126.3960392
소보리당로222,카페,제주특별자치도,서귀포시,33.26292672,126.3833053
새물,카페,제주특별자치도,제주시,33.47858469,126.3696996
와랑와랑,카페,제주특별자치도,서귀포시,33.27228529,126.6765534
카페안녕성산,카페,제주특별자치도,서귀포시,33.46189448,126.934544
용소담,카페,제주특별자치도,제주시,33.51540532,126.5137263
파스쿠찌제주한라,카페,제주특별자치도,제주시,33.4901296,126.4859017
표선카페,카페,제주특별자치도,서귀포시,33.32589003,126.8335163
꼬닥꼬닥,카페,제주특별자치도,제주시,33.35877805,126.2015523
더벤티서귀포오일,카페,제주특별자치도,서귀포시,33.26543594,126.5703786
제이에스디비,카페,제주특별자치도,제주시,33.51737903,126.5275035
에이바우트커피,카페,제주특별자치도,제주시,33.48917705,126.5394283
나우커피제주,카페,제주특별자치도,제주시,33.48434981,126.4728845
포시즌스,카페,제주특별자치도,제주시,33.41352926,126.2823584
파스쿠찌용담해안도로점,카페,제주특별자치도,제주시,33.51944295,126.4931123
미세스테라,카페,제주특별자치도,제주시,33.48721047,126.546465
야시장이동식판매대,카페,제주특별자치도,제주시,33.51027951,126.526455
아꼬와,카페,제주특별자치도,제주시,33.49681404,126.9068506
제레미,카페,제주특별자치도,제주시,33.46444764,126.318545
바람코지머뭄센터신천다방,카페,제주특별자치도,서귀포시,33.34425829,126.8492942
컴포즈커피서홍점,카페,제주특별자치도,서귀포시,33.25701269,126.5569516
플로리카페,카페,제주특별자치도,제주시,33.48769568,126.5534564
더벤티서귀포올레,카페,제주특별자치도,서귀포시,33.24885808,126.5660816
리베라떼,카페,제주특별자치도,제주시,33.49846205,126.5200518
솔마루,카페,제주특별자치도,서귀포시,33.23720755,126.2941773
조아찌,카페,제주특별자치도,제주시,33.4967408,126.4507707
신대림,카페,제주특별자치도,제주시,33.41721565,126.2637072
지유명차제주,카페,제주특별자치도,제주시,33.47864425,126.4796433
수다,카페,제주특별자치도,서귀포시,33.22773034,126.2522968
특활제주,카페,제주특별자치도,제주시,33.46474533,126.4214767
토방속에장독대,카페,제주특별자치도,제주시,33.48766103,126.4928994
오엘이에프,카페,제주특별자치도,제주시,33.49398066,126.6334092
상향평준화,카페,제주특별자치도,제주시,33.50909891,126.5218873
요유,카페,제주특별자치도,제주시,33.43407031,126.3798501
꼬스덴뇨,카페,제주특별자치도,제주시,33.50986805,126.9052545
부이크브루어스,카페,제주특별자치도,제주시,33.55337524,126.808282
커피비터스윗,카페,제주특별자치도,제주시,33.48846045,126.4988128
빠우사,카페,제주특별자치도,제주시,33.45763692,126.7118684
제이왓,카페,제주특별자치도,서귀포시,33.24103048,126.5285235
샤르망,카페,제주특별자치도,서귀포시,33.24621462,126.5630258
또똣제주,카페,제주특별자치도,서귀포시,33.21091212,126.2918357
라움인제주,카페,제주특별자치도,서귀포시,33.43547469,126.9153901
탐앤탐스신제주점,카페,제주특별자치도,제주시,33.48744917,126.4896081
미쁜제과,카페,제주특별자치도,서귀포시,33.26913714,126.1801307
비선루,카페,제주특별자치도,제주시,33.39910469,126.2445336
버스맨카페,카페,제주특별자치도,제주시,33.49517849,126.5337578
무화과한입,카페,제주특별자치도,제주시,33.52231428,126.5628481
943랩,카페,제주특별자치도,서귀포시,33.23924389,126.5141127
바스코,카페,제주특별자치도,제주시,33.51700148,126.5254389
알마커피제작소,카페,제주특별자치도,제주시,33.55021729,126.6947852
필앤라이프제주,카페,제주특별자치도,제주시,33.51569735,126.8894687
네이쳐그릭본관,카페,제주특별자치도,서귀포시,33.43725334,126.9190877
우리동네만화카페,카페,제주특별자치도,서귀포시,33.2227239,126.2563943
까미노,카페,제주특별자치도,제주시,33.45789657,126.3476809
블랑로쉐,카페,제주특별자치도,제주시,33.51564935,126.9579036
퍼시몬,카페,제주특별자치도,제주시,33.42933078,126.3968838
오멘,카페,제주특별자치도,제주시,33.47544303,126.5435677
세화탐나는도새기,카페,제주특별자치도,제주시,33.52526277,126.8540835
법환동커피,카페,제주특별자치도,서귀포시,33.2370442,126.5118825
카페초가헌,카페,제주특별자치도,서귀포시,33.3903267,126.8012675
일광다방,카페,제주특별자치도,제주시,33.51161323,126.5192689
에이프릴,카페,제주특별자치도,제주시,33.47887622,126.4790609
초록지붕,카페,제주특별자치도,제주시,33.31478961,126.2643977
퍼플,카페,제주특별자치도,서귀포시,33.27871072,126.7197999
하얀산호카페,카페,제주특별자치도,제주시,33.4943304,126.9450331
밤의테이블,카페,제주특별자치도,제주시,33.52337959,126.855077
컴포즈커피서귀포창천점,카페,제주특별자치도,서귀포시,33.26127801,126.3656305
다랑쉬,카페,제주특별자치도,제주시,33.50887851,126.5093286
모던플레이스,카페,제주특별자치도,서귀포시,33.2679239,126.3947651
곰막다방,카페,제주특별자치도,제주시,33.55687771,126.7205204
얼마나오렌지,카페,제주특별자치도,제주시,33.4586172,126.512258
클랭블루,카페,제주특별자치도,제주시,33.34487059,126.1773162
이디야커피제주함덕해수욕장점,카페,제주특별자치도,제주시,33.54118287,126.6699998
광령키즈북카페,카페,제주특별자치도,제주시,33.45955317,126.4334078
오늘종달,카페,제주특별자치도,제주시,33.49824207,126.9116271
오알엔,카페,제주특별자치도,서귀포시,33.47180084,126.9157528
이스턴펫살롱,카페,제주특별자치도,제주시,33.50111691,126.545058
제주기와,카페,제주특별자치도,제주시,33.45113158,126.4254175
향다방,카페,제주특별자치도,제주시,33.52316448,126.8561753
피노키오,카페,제주특별자치도,제주시,33.52050533,126.9482565
모슬포동백다방,카페,제주특별자치도,서귀포시,33.22356755,126.2527399
카페라올라,카페,제주특별자치도,서귀포시,33.27623748,126.1713271
카페루시아,카페,제주특별자치도,서귀포시,33.23521722,126.3630829
카페리꼬,카페,제주특별자치도,제주시,33.40581185,126.2563647
신산리마을카페,카페,제주특별자치도,서귀포시,33.37662989,126.8768244
미주커피앤케이크,카페,제주특별자치도,제주시,33.50380456,126.5307951
커피트리,카페,제주특별자치도,제주시,33.47652806,126.4781067
공차제주연동점,카페,제주특별자치도,제주시,33.4889395,126.4902665
컴플렉스,카페,제주특별자치도,제주시,33.51140658,126.5241241
카페기지,카페,제주특별자치도,제주시,33.33848433,126.26451
비양정거장,카페,제주특별자치도,제주시,33.51304581,126.9645889
히포파운드,카페,제주특별자치도,제주시,33.4855767,126.4604819
카페담아,카페,제주특별자치도,서귀포시,33.24069727,126.5657786
슈푸,카페,제주특별자치도,제주시,33.5099902,126.5238951
인디55,카페,제주특별자치도,서귀포시,33.22363966,126.2423016
커피볶는조아저씨,카페,제주특별자치도,제주시,33.35926022,126.1952412
트라이브,카페,제주특별자치도,제주시,33.46011568,126.3112322
에이바우트커피종합경,카페,제주특별자치도,제주시,33.49593539,126.5194847
카페봄봄,카페,제주특별자치도,서귀포시,33.25285843,126.4214068
친봉,카페,제주특별자치도,서귀포시,33.2911373,126.5960723
제주노형뜨란채점빽다방,카페,제주특별자치도,제주시,33.48658776,126.4733551
가파도봄날에,카페,제주특별자치도,서귀포시,33.1695844,126.2704265
떼르떼,카페,제주특별자치도,제주시,33.48367799,126.4696822
제이스퀘어드카페,카페,제주특별자치도,서귀포시,33.25156846,126.4232074
두갓,카페,제주특별자치도,제주시,33.4646016,126.4493062
카페다,카페,제주특별자치도,제주시,33.53713697,126.6385133
엔피,카페,제주특별자치도,서귀포시,33.24187789,126.5630581
띠아모서홍점,카페,제주특별자치도,서귀포시,33.26208575,126.558611
카페비비,카페,제주특별자치도,제주시,33.52956604,126.5928142
숨맥,카페,제주특별자치도,제주시,33.48384567,126.3941499
픽스커피공단점,카페,제주특별자치도,제주시,33.51464681,126.5720462
카페봄봄,카페,제주특별자치도,서귀포시,33.25310768,126.5695161
제주설심당협재점,카페,제주특별자치도,제주시,33.39590282,126.2428523
터치우드,카페,제주특별자치도,제주시,33.53054941,126.6586612
진저,카페,제주특별자치도,제주시,33.39373981,126.2400335
플팝카페,카페,제주특별자치도,제주시,33.39669129,126.3449784
피카,카페,제주특별자치도,제주시,33.52123687,126.5641236
2월22일,카페,제주특별자치도,제주시,33.4941051,126.5171489
갤러리&카페아토,카페,제주특별자치도,서귀포시,33.32441368,126.7675755
디뷰,카페,제주특별자치도,제주시,33.47998764,126.477505
컴포즈커피화북공단점,카페,제주특별자치도,제주시,33.5121927,126.5637815
청춘역,카페,제주특별자치도,서귀포시,33.24524566,126.5643934
도담도담,카페,제주특별자치도,제주시,33.49238911,126.4373691
힌즈,카페,제주특별자치도,제주시,33.49460657,126.4352887
볼스프로덕션,카페,제주특별자치도,서귀포시,33.25340549,126.4424791
카페봄봄용담점,카페,제주특별자치도,제주시,33.51258464,126.5094799
세논오라,카페,제주특별자치도,제주시,33.48582879,126.7036729
카페무로,카페,제주특별자치도,제주시,33.52873509,126.5896316
공차이마트신제주점,카페,제주특별자치도,제주시,33.48496773,126.480434
드릴러스커피,카페,제주특별자치도,제주시,33.47972174,126.4514376
서은이네,카페,제주특별자치도,서귀포시,33.30997942,126.8047144
카페봄봄,카페,제주특별자치도,서귀포시,33.27956333,126.7180582
플로베일배움터,카페,제주특별자치도,제주시,33.49220844,126.4893327
제주의별,카페,제주특별자치도,제주시,33.51560848,126.5149522
루마인;퍼즈;투썸플레이스제주루마인점,카페,제주특별자치도,제주시,33.4841963,126.9013228
봄봄,카페,제주특별자치도,제주시,33.45054026,126.5583363
카페두가시,카페,제주특별자치도,서귀포시,33.23549681,126.3666322
몽티죠,카페,제주특별자치도,제주시,33.51455896,126.5327605
갈매기팸,카페,제주특별자치도,제주시,33.52473836,126.8606293
제주명월역,카페,제주특별자치도,제주시,33.39165499,126.2620849
디저트팩토리제주쇠소깍점,카페,제주특별자치도,서귀포시,33.25685593,126.6213959
템플라도,카페,제주특별자치도,제주시,33.33918994,126.1965
투썸플레이스신화빌라스점,카페,제주특별자치도,서귀포시,33.30137939,126.3175289
제주빽다방,카페,제주특별자치도,제주시,33.48995863,126.5411028
동문카페,카페,제주특별자치도,제주시,33.51594309,126.524519
에프터글로우,카페,제주특별자치도,제주시,33.48866367,126.5493841
키즈몬,카페,제주특별자치도,서귀포시,33.32710965,126.8286701
예랑커피하우스,카페,제주특별자치도,제주시,33.54058287,126.6453788
플리,카페,제주특별자치도,서귀포시,33.24687217,126.5526999
래빗,카페,제주특별자치도,제주시,33.48883953,126.5217297
미니핏다이어트,카페,제주특별자치도,제주시,33.53372053,126.6206241
진가커피,카페,제주특별자치도,제주시,33.4895626,126.4861417
컴포즈커피서귀포서광점,카페,제주특별자치도,서귀포시,33.28913445,126.3222727
당당,카페,제주특별자치도,제주시,33.4744434,126.3708807
에이바우트커피뷰강정점,카페,제주특별자치도,서귀포시,33.23688274,126.4984934
오하효,카페,제주특별자치도,서귀포시,33.25916199,126.6177585
모나미카페,카페,제주특별자치도,제주시,33.48411356,126.4831505
디원나인세븐D197,카페,제주특별자치도,제주시,33.50161724,126.4628468
누베커피,카페,제주특별자치도,제주시,33.47165154,126.5471807
세탁쏘,카페,제주특별자치도,제주시,33.50127123,126.521403
야야,카페,제주특별자치도,제주시,33.54398706,126.6734884
아름디,카페,제주특별자치도,제주시,33.49113013,126.52657
에이바우트커피남녕고점,카페,제주특별자치도,제주시,33.49002945,126.4813399
슈가바당,카페,제주특별자치도,제주시,33.53454967,126.8398461
카페하귀리,카페,제주특별자치도,제주시,33.48032299,126.3983704
서서히,카페,제주특별자치도,제주시,33.50469224,126.5390986
규와이너리,카페,제주특별자치도,제주시,33.55269987,126.7150421
곳남모을카페,카페,제주특별자치도,제주시,33.48180444,126.559953
만호다방,카페,제주특별자치도,서귀포시,33.24867498,126.5627131
더리트리브,카페,제주특별자치도,서귀포시,33.24792832,126.3385684
준스팜스토리,카페,제주특별자치도,서귀포시,33.27999973,126.3187151
마타하리,카페,제주특별자치도,서귀포시,33.2571961,126.617649
우미지베이커리,카페,제주특별자치도,제주시,33.52439257,126.5824829
알앤에이치,카페,제주특별자치도,제주시,33.47964742,126.473806
가비오타카페,카페,제주특별자치도,제주시,33.50941327,126.9001857
그초록,카페,제주특별자치도,제주시,33.55637462,126.8064016
뷰크레스트,카페,제주특별자치도,서귀포시,33.24129302,126.5360007
더벤티제주대학교점,카페,제주특별자치도,제주시,33.45723319,126.5642936
몬스터커피제주,카페,제주특별자치도,제주시,33.48453019,126.4792961
흐림,카페,제주특별자치도,제주시,33.51091489,126.7014133
샨티,카페,제주특별자치도,서귀포시,33.25368301,126.4242344
바당꽃,카페,제주특별자치도,서귀포시,33.27956683,126.7236294
카페글렌코,카페,제주특별자치도,제주시,33.43367491,126.7332394
델문도로스터스,카페,제주특별자치도,제주시,33.49180545,126.5263404
꼼비노,카페,제주특별자치도,서귀포시,33.22050202,126.251232
감성커피삼화점,카페,제주특별자치도,제주시,33.52157214,126.5856288
카페꼼,카페,제주특별자치도,제주시,33.47518041,126.5481737
석류다방,카페,제주특별자치도,제주시,33.51202968,126.5314826
까치상사,카페,제주특별자치도,제주시,33.50421097,126.5168991
봄봄하귀점,카페,제주특별자치도,제주시,33.48110976,126.4044654
오늘은녹차,카페,제주특별자치도,서귀포시,33.38184376,126.7910771
슬랩,카페,제주특별자치도,제주시,33.39484962,126.2416469
롱리브,카페,제주특별자치도,제주시,33.47658954,126.5415283
혼디인2714,카페,제주특별자치도,제주시,33.32446088,126.2153007
블리스풀,카페,제주특별자치도,제주시,33.40518189,126.4072522
바다가는길,카페,제주특별자치도,서귀포시,33.23920172,126.5584256
카페109,카페,제주특별자치도,제주시,33.48979198,126.4741965
코멧1987,카페,제주특별자치도,제주시,33.49908113,126.5310358
사계리어촌계커피스케치,카페,제주특별자치도,서귀포시,33.2333745,126.3132942
곰순이,카페,제주특별자치도,제주시,33.4130529,126.2611085
글뤽,카페,제주특별자치도,제주시,33.52150356,126.8469961
소소한담,카페,제주특별자치도,제주시,33.47151996,126.3668892
둥지전통찻집,카페,제주특별자치도,제주시,33.53684929,126.6711574
카페술도가제주바당,카페,제주특별자치도,제주시,33.53724271,126.8245208
공간,카페,제주특별자치도,서귀포시,33.2372942,126.4801227
옐로우사이공,카페,제주특별자치도,제주시,33.45689102,126.4078041
매일차차,카페,제주특별자치도,서귀포시,33.27517784,126.2775031
우포토시네마,카페,제주특별자치도,서귀포시,33.22530499,126.26592
뷔쏭,카페,제주특별자치도,서귀포시,33.25546535,126.5760507
하루필름애월점,카페,제주특별자치도,제주시,33.48117664,126.3741243
아토네정원,카페,제주특별자치도,서귀포시,33.24675852,126.5174727
거목,카페,제주특별자치도,제주시,33.41476409,126.2638354
더치박스,카페,제주특별자치도,제주시,33.48957602,126.4742947
큐티파이,카페,제주특별자치도,제주시,33.47787655,126.3687365
하이엔드제주,카페,제주특별자치도,제주시,33.46358421,126.3091502
비건테이블바람,카페,제주특별자치도,제주시,33.44231533,126.3287625
엠커피로스터스,카페,제주특별자치도,제주시,33.4608903,126.5607794
낭,카페,제주특별자치도,제주시,33.48455394,126.4313622
아꼬아,카페,제주특별자치도,서귀포시,33.24536292,126.5695862
헬로우도,카페,제주특별자치도,제주시,33.50001912,126.9441363
두멩이카페,카페,제주특별자치도,제주시,33.51321744,126.5332521
화후,카페,제주특별자치도,제주시,33.46510621,126.5139213
작은살레,카페,제주특별자치도,제주시,33.43700305,126.6803527
팩토리소란,카페,제주특별자치도,제주시,33.45582749,126.549382
커피템플,카페,제주특별자치도,제주시,33.47816205,126.5702461
꽃길,카페,제주특별자치도,제주시,33.5036169,126.5217991
카페봄봄,카페,제주특별자치도,서귀포시,33.2581035,126.5723569
커피산책,카페,제주특별자치도,제주시,33.46201852,126.4402438
돌고래전망카페,카페,제주특별자치도,서귀포시,33.27073225,126.1759299
레인보울45도,카페,제주특별자치도,제주시,33.50934664,126.5091537
오늘도화창,카페,제주특별자치도,제주시,33.55514808,126.7949682
마마미니,카페,제주특별자치도,제주시,33.48450832,126.6982223
러스티아일랜드,카페,제주특별자치도,제주시,33.52845549,126.6450408
넙빌레스토리,카페,제주특별자치도,서귀포시,33.26921584,126.6485404
우도클라쓰,카페,제주특별자치도,제주시,33.50829577,126.9439695
물고기,카페,제주특별자치도,서귀포시,33.234326,126.3651171
컴포즈커피제주제원점,카페,제주특별자치도,제주시,33.4885025,126.4892361
에이바우트커피,카페,제주특별자치도,제주시,33.48935008,126.4762974
레이지피크닉,카페,제주특별자치도,제주시,33.51422893,126.5265734
스테이위드커피,카페,제주특별자치도,제주시,33.45825573,126.4557355
사우스쇼어,카페,제주특별자치도,서귀포시,33.24294741,126.4548526
대학나무,카페,제주특별자치도,제주시,33.51994331,126.4964247
크로쿠,카페,제주특별자치도,제주시,33.51208951,126.5282426
평대랑그네랑,카페,제주특별자치도,제주시,33.53665807,126.8388087
알,카페,제주특별자치도,제주시,33.49942748,126.5179157
제주901,카페,제주특별자치도,제주시,33.45301223,126.4862068
카일루아,카페,제주특별자치도,서귀포시,33.24582005,126.4602428
파스쿠찌제주한라대점,카페,제주특별자치도,제주시,33.48028987,126.4722312
마피스,카페,제주특별자치도,제주시,33.55063035,126.6530691
카페드콜리,카페,제주특별자치도,제주시,33.46428902,126.521714
블로비노형,카페,제주특별자치도,제주시,33.46690191,126.4787884
제주몹시,카페,제주특별자치도,제주시,33.49454467,126.4335781
카페라,카페,제주특별자치도,제주시,33.49968677,126.5290739
과일박스,카페,제주특별자치도,제주시,33.51173857,126.5260596
포빈즈,카페,제주특별자치도,제주시,33.4987893,126.656526
땡큐베리,카페,제주특별자치도,서귀포시,33.24113898,126.565755
씨앤아이,카페,제주특별자치도,서귀포시,33.32565641,126.8341182
땡큐브레드앤슾,카페,제주특별자치도,서귀포시,33.28373225,126.7276634
비브레이브,카페,제주특별자치도,서귀포시,33.25492099,126.518179
자구리몬들락,카페,제주특별자치도,서귀포시,33.24221509,126.5666617
곰다방,카페,제주특별자치도,서귀포시,33.32641115,126.832162
솜뿡,카페,제주특별자치도,서귀포시,33.23436671,126.5119725
몽그레,카페,제주특별자치도,제주시,33.55957112,126.7926963
에릭스에스프레소,카페,제주특별자치도,제주시,33.52141848,126.8588693
구면카페,카페,제주특별자치도,서귀포시,33.35152291,126.7661713
일출봉아로니아,카페,제주특별자치도,서귀포시,33.44460564,126.9000664
카페봄봄김녕점,카페,제주특별자치도,제주시,33.55599038,126.7526458
삼돌이농원감귤주스,카페,제주특별자치도,서귀포시,33.25056154,126.5633261
봄봄제원점,카페,제주특별자치도,제주시,33.48623073,126.4914875
어클락,카페,제주특별자치도,제주시,33.4628451,126.4180794
빌레하임,카페,제주특별자치도,제주시,33.31729652,126.25992
더벌브,카페,제주특별자치도,제주시,33.50914226,126.5191103
카페씨닉,카페,제주특별자치도,제주시,33.55928254,126.7926539
카페봉개,카페,제주특별자치도,제주시,33.48806278,126.5974524
베네토,카페,제주특별자치도,제주시,33.49178422,126.4958238
밭디,카페,제주특별자치도,서귀포시,33.40790337,126.7722125
레몬뮤지엄,카페,제주특별자치도,서귀포시,33.29886099,126.6178539
공차제주,카페,제주특별자치도,제주시,33.51610012,126.5254976
봉그레,카페,제주특별자치도,제주시,33.4630376,126.5292507
